subject_id,subject_name,subject_category,grade_level,education_type,subject_description,total_students_enrolled_subject,total_tutors_offering_subject,last_updated
SUB03421,Accounting,Vocational & Technical,5,Canadian Curriculum,Accounting for Grade 5 in the Canadian Curriculum curriculum.,165,45,2025-11-16
SUB03422,Agriculture,Vocational & Technical,5,Canadian Curriculum,Agriculture for Grade 5 in the Canadian Curriculum curriculum.,268,22,2025-11-16
SUB03423,Mathematics,STEM,6,Canadian Curriculum,Mathematics for Grade 6 in the Canadian Curriculum curriculum.,481,49,2025-11-16
SUB03424,Advanced Mathematics,STEM,6,Canadian Curriculum,Advanced Mathematics for Grade 6 in the Canadian Curriculum curriculum.,142,75,2025-11-16
SUB03425,Physics,STEM,6,Canadian Curriculum,Physics for Grade 6 in the Canadian Curriculum curriculum.,257,75,2025-11-16
SUB03426,Chemistry,STEM,6,Canadian Curriculum,Chemistry for Grade 6 in the Canadian Curriculum curriculum.,155,19,2025-11-16
SUB03427,Biology,STEM,6,Canadian Curriculum,Biology for Grade 6 in the Canadian Curriculum curriculum.,554,48,2025-11-16
SUB03428,Computer Science,STEM,6,Canadian Curriculum,Computer Science for Grade 6 in the Canadian Curriculum curriculum.,557,68,2025-11-16
SUB03429,Statistics,STEM,6,Canadian Curriculum,Statistics for Grade 6 in the Canadian Curriculum curriculum.,92,10,2025-11-16
SUB03430,Robotics,STEM,6,Canadian Curriculum,Robotics for Grade 6 in the Canadian Curriculum curriculum.,592,62,2025-11-16
SUB03431,Engineering Fundamentals,STEM,6,Canadian Curriculum,Engineering Fundamentals for Grade 6 in the Canadian Curriculum curriculum.,221,32,2025-11-16
SUB03432,Environmental Science,STEM,6,Canadian Curriculum,Environmental Science for Grade 6 in the Canadian Curriculum curriculum.,517,78,2025-11-16
SUB03433,Earth Science,STEM,6,Canadian Curriculum,Earth Science for Grade 6 in the Canadian Curriculum curriculum.,465,57,2025-11-16
SUB03434,Agriculture Technology,STEM,6,Canadian Curriculum,Agriculture Technology for Grade 6 in the Canadian Curriculum curriculum.,566,19,2025-11-16
SUB03435,Technical Drawing,STEM,6,Canadian Curriculum,Technical Drawing for Grade 6 in the Canadian Curriculum curriculum.,320,55,2025-11-16
SUB03436,Arabic,Language & Literature,6,Canadian Curriculum,Arabic for Grade 6 in the Canadian Curriculum curriculum.,518,48,2025-11-16
SUB03437,English,Language & Literature,6,Canadian Curriculum,English for Grade 6 in the Canadian Curriculum curriculum.,434,8,2025-11-16
SUB03438,French,Language & Literature,6,Canadian Curriculum,French for Grade 6 in the Canadian Curriculum curriculum.,492,43,2025-11-16
SUB03439,Spanish,Language & Literature,6,Canadian Curriculum,Spanish for Grade 6 in the Canadian Curriculum curriculum.,85,52,2025-11-16
SUB03440,German,Language & Literature,6,Canadian Curriculum,German for Grade 6 in the Canadian Curriculum curriculum.,580,40,2025-11-16
SUB03441,Urdu,Language & Literature,6,Canadian Curriculum,Urdu for Grade 6 in the Canadian Curriculum curriculum.,157,63,2025-11-16
SUB03442,Hindi,Language & Literature,6,Canadian Curriculum,Hindi for Grade 6 in the Canadian Curriculum curriculum.,421,7,2025-11-16
SUB03443,Literature,Language & Literature,6,Canadian Curriculum,Literature for Grade 6 in the Canadian Curriculum curriculum.,266,63,2025-11-16
SUB03444,Creative Writing,Language & Literature,6,Canadian Curriculum,Creative Writing for Grade 6 in the Canadian Curriculum curriculum.,247,42,2025-11-16
SUB03445,Translation & Linguistics,Language & Literature,6,Canadian Curriculum,Translation & Linguistics for Grade 6 in the Canadian Curriculum curriculum.,450,77,2025-11-16
SUB03446,Islamic Arabic,Language & Literature,6,Canadian Curriculum,Islamic Arabic for Grade 6 in the Canadian Curriculum curriculum.,93,21,2025-11-16
SUB03447,History,Humanities & Social Sciences,6,Canadian Curriculum,History for Grade 6 in the Canadian Curriculum curriculum.,100,60,2025-11-16
SUB03448,Geography,Humanities & Social Sciences,6,Canadian Curriculum,Geography for Grade 6 in the Canadian Curriculum curriculum.,507,77,2025-11-16
SUB03449,Economics,Humanities & Social Sciences,6,Canadian Curriculum,Economics for Grade 6 in the Canadian Curriculum curriculum.,478,72,2025-11-16
SUB03450,Civics,Humanities & Social Sciences,6,Canadian Curriculum,Civics for Grade 6 in the Canadian Curriculum curriculum.,62,3,2025-11-16
SUB03451,Political Science,Humanities & Social Sciences,6,Canadian Curriculum,Political Science for Grade 6 in the Canadian Curriculum curriculum.,345,7,2025-11-16
SUB03452,Sociology,Humanities & Social Sciences,6,Canadian Curriculum,Sociology for Grade 6 in the Canadian Curriculum curriculum.,299,49,2025-11-16
SUB03453,Psychology,Humanities & Social Sciences,6,Canadian Curriculum,Psychology for Grade 6 in the Canadian Curriculum curriculum.,461,21,2025-11-16
SUB03454,Philosophy,Humanities & Social Sciences,6,Canadian Curriculum,Philosophy for Grade 6 in the Canadian Curriculum curriculum.,452,35,2025-11-16
SUB03455,Law,Humanities & Social Sciences,6,Canadian Curriculum,Law for Grade 6 in the Canadian Curriculum curriculum.,65,21,2025-11-16
SUB03456,Religious Studies,Humanities & Social Sciences,6,Canadian Curriculum,Religious Studies for Grade 6 in the Canadian Curriculum curriculum.,420,55,2025-11-16
SUB03457,Islamic Studies,Humanities & Social Sciences,6,Canadian Curriculum,Islamic Studies for Grade 6 in the Canadian Curriculum curriculum.,422,8,2025-11-16
SUB03458,Art,Arts & Design,6,Canadian Curriculum,Art for Grade 6 in the Canadian Curriculum curriculum.,335,65,2025-11-16
SUB03459,Music,Arts & Design,6,Canadian Curriculum,Music for Grade 6 in the Canadian Curriculum curriculum.,303,67,2025-11-16
SUB03460,Drama,Arts & Design,6,Canadian Curriculum,Drama for Grade 6 in the Canadian Curriculum curriculum.,263,58,2025-11-16
SUB03461,Film Studies,Arts & Design,6,Canadian Curriculum,Film Studies for Grade 6 in the Canadian Curriculum curriculum.,389,79,2025-11-16
SUB03462,Design & Technology,Arts & Design,6,Canadian Curriculum,Design & Technology for Grade 6 in the Canadian Curriculum curriculum.,348,33,2025-11-16
SUB03463,Architecture,Arts & Design,6,Canadian Curriculum,Architecture for Grade 6 in the Canadian Curriculum curriculum.,56,72,2025-11-16
SUB03464,Calligraphy,Arts & Design,6,Canadian Curriculum,Calligraphy for Grade 6 in the Canadian Curriculum curriculum.,507,45,2025-11-16
SUB03465,Fashion Design,Arts & Design,6,Canadian Curriculum,Fashion Design for Grade 6 in the Canadian Curriculum curriculum.,340,21,2025-11-16
SUB03466,Home Economics,Arts & Design,6,Canadian Curriculum,Home Economics for Grade 6 in the Canadian Curriculum curriculum.,514,63,2025-11-16
SUB03467,Physical Education,Physical & Health,6,Canadian Curriculum,Physical Education for Grade 6 in the Canadian Curriculum curriculum.,368,7,2025-11-16
SUB03468,Health Education,Physical & Health,6,Canadian Curriculum,Health Education for Grade 6 in the Canadian Curriculum curriculum.,448,55,2025-11-16
SUB03469,Nutrition & Fitness,Physical & Health,6,Canadian Curriculum,Nutrition & Fitness for Grade 6 in the Canadian Curriculum curriculum.,394,41,2025-11-16
SUB03470,Sports Science,Physical & Health,6,Canadian Curriculum,Sports Science for Grade 6 in the Canadian Curriculum curriculum.,572,56,2025-11-16
SUB03471,First Aid & Public Safety,Physical & Health,6,Canadian Curriculum,First Aid & Public Safety for Grade 6 in the Canadian Curriculum curriculum.,172,57,2025-11-16
SUB03472,Automotive Mechanics,Vocational & Technical,6,Canadian Curriculum,Automotive Mechanics for Grade 6 in the Canadian Curriculum curriculum.,283,79,2025-11-16
SUB03473,Electrical Studies,Vocational & Technical,6,Canadian Curriculum,Electrical Studies for Grade 6 in the Canadian Curriculum curriculum.,545,31,2025-11-16
SUB03474,Carpentry,Vocational & Technical,6,Canadian Curriculum,Carpentry for Grade 6 in the Canadian Curriculum curriculum.,449,55,2025-11-16
SUB03475,Plumbing,Vocational & Technical,6,Canadian Curriculum,Plumbing for Grade 6 in the Canadian Curriculum curriculum.,190,4,2025-11-16
SUB03476,Hospitality,Vocational & Technical,6,Canadian Curriculum,Hospitality for Grade 6 in the Canadian Curriculum curriculum.,532,20,2025-11-16
SUB03477,Entrepreneurship,Vocational & Technical,6,Canadian Curriculum,Entrepreneurship for Grade 6 in the Canadian Curriculum curriculum.,55,36,2025-11-16
SUB03478,Marketing,Vocational & Technical,6,Canadian Curriculum,Marketing for Grade 6 in the Canadian Curriculum curriculum.,68,50,2025-11-16
SUB03479,Accounting,Vocational & Technical,6,Canadian Curriculum,Accounting for Grade 6 in the Canadian Curriculum curriculum.,159,47,2025-11-16
SUB03480,Agriculture,Vocational & Technical,6,Canadian Curriculum,Agriculture for Grade 6 in the Canadian Curriculum curriculum.,191,74,2025-11-16
SUB03481,Mathematics,STEM,7,Canadian Curriculum,Mathematics for Grade 7 in the Canadian Curriculum curriculum.,276,37,2025-11-16
SUB03482,Advanced Mathematics,STEM,7,Canadian Curriculum,Advanced Mathematics for Grade 7 in the Canadian Curriculum curriculum.,526,11,2025-11-16
SUB03483,Physics,STEM,7,Canadian Curriculum,Physics for Grade 7 in the Canadian Curriculum curriculum.,208,6,2025-11-16
SUB03484,Chemistry,STEM,7,Canadian Curriculum,Chemistry for Grade 7 in the Canadian Curriculum curriculum.,131,17,2025-11-16
SUB03485,Biology,STEM,7,Canadian Curriculum,Biology for Grade 7 in the Canadian Curriculum curriculum.,335,16,2025-11-16
SUB03486,Computer Science,STEM,7,Canadian Curriculum,Computer Science for Grade 7 in the Canadian Curriculum curriculum.,538,61,2025-11-16
SUB03487,Statistics,STEM,7,Canadian Curriculum,Statistics for Grade 7 in the Canadian Curriculum curriculum.,203,41,2025-11-16
SUB03488,Robotics,STEM,7,Canadian Curriculum,Robotics for Grade 7 in the Canadian Curriculum curriculum.,85,9,2025-11-16
SUB03489,Engineering Fundamentals,STEM,7,Canadian Curriculum,Engineering Fundamentals for Grade 7 in the Canadian Curriculum curriculum.,504,20,2025-11-16
SUB03490,Environmental Science,STEM,7,Canadian Curriculum,Environmental Science for Grade 7 in the Canadian Curriculum curriculum.,165,46,2025-11-16
SUB03491,Earth Science,STEM,7,Canadian Curriculum,Earth Science for Grade 7 in the Canadian Curriculum curriculum.,557,78,2025-11-16
SUB03492,Agriculture Technology,STEM,7,Canadian Curriculum,Agriculture Technology for Grade 7 in the Canadian Curriculum curriculum.,424,72,2025-11-16
SUB03493,Technical Drawing,STEM,7,Canadian Curriculum,Technical Drawing for Grade 7 in the Canadian Curriculum curriculum.,132,46,2025-11-16
SUB03494,Arabic,Language & Literature,7,Canadian Curriculum,Arabic for Grade 7 in the Canadian Curriculum curriculum.,408,75,2025-11-16
SUB03495,English,Language & Literature,7,Canadian Curriculum,English for Grade 7 in the Canadian Curriculum curriculum.,145,21,2025-11-16
SUB03496,French,Language & Literature,7,Canadian Curriculum,French for Grade 7 in the Canadian Curriculum curriculum.,152,33,2025-11-16
SUB03497,Spanish,Language & Literature,7,Canadian Curriculum,Spanish for Grade 7 in the Canadian Curriculum curriculum.,223,16,2025-11-16
SUB03498,German,Language & Literature,7,Canadian Curriculum,German for Grade 7 in the Canadian Curriculum curriculum.,562,41,2025-11-16
SUB03499,Urdu,Language & Literature,7,Canadian Curriculum,Urdu for Grade 7 in the Canadian Curriculum curriculum.,136,10,2025-11-16
SUB03500,Hindi,Language & Literature,7,Canadian Curriculum,Hindi for Grade 7 in the Canadian Curriculum curriculum.,259,59,2025-11-16
SUB03501,Literature,Language & Literature,7,Canadian Curriculum,Literature for Grade 7 in the Canadian Curriculum curriculum.,53,80,2025-11-16
SUB03502,Creative Writing,Language & Literature,7,Canadian Curriculum,Creative Writing for Grade 7 in the Canadian Curriculum curriculum.,507,27,2025-11-16
SUB03503,Translation & Linguistics,Language & Literature,7,Canadian Curriculum,Translation & Linguistics for Grade 7 in the Canadian Curriculum curriculum.,356,20,2025-11-16
SUB03504,Islamic Arabic,Language & Literature,7,Canadian Curriculum,Islamic Arabic for Grade 7 in the Canadian Curriculum curriculum.,497,9,2025-11-16
SUB03505,History,Humanities & Social Sciences,7,Canadian Curriculum,History for Grade 7 in the Canadian Curriculum curriculum.,273,71,2025-11-16
SUB03506,Geography,Humanities & Social Sciences,7,Canadian Curriculum,Geography for Grade 7 in the Canadian Curriculum curriculum.,390,66,2025-11-16
SUB03507,Economics,Humanities & Social Sciences,7,Canadian Curriculum,Economics for Grade 7 in the Canadian Curriculum curriculum.,535,50,2025-11-16
SUB03508,Civics,Humanities & Social Sciences,7,Canadian Curriculum,Civics for Grade 7 in the Canadian Curriculum curriculum.,444,62,2025-11-16
SUB03509,Political Science,Humanities & Social Sciences,7,Canadian Curriculum,Political Science for Grade 7 in the Canadian Curriculum curriculum.,453,16,2025-11-16
SUB03510,Sociology,Humanities & Social Sciences,7,Canadian Curriculum,Sociology for Grade 7 in the Canadian Curriculum curriculum.,453,28,2025-11-16
SUB03511,Psychology,Humanities & Social Sciences,7,Canadian Curriculum,Psychology for Grade 7 in the Canadian Curriculum curriculum.,231,26,2025-11-16
SUB03512,Philosophy,Humanities & Social Sciences,7,Canadian Curriculum,Philosophy for Grade 7 in the Canadian Curriculum curriculum.,479,44,2025-11-16
SUB03513,Law,Humanities & Social Sciences,7,Canadian Curriculum,Law for Grade 7 in the Canadian Curriculum curriculum.,68,37,2025-11-16
SUB03514,Religious Studies,Humanities & Social Sciences,7,Canadian Curriculum,Religious Studies for Grade 7 in the Canadian Curriculum curriculum.,202,75,2025-11-16
SUB03515,Islamic Studies,Humanities & Social Sciences,7,Canadian Curriculum,Islamic Studies for Grade 7 in the Canadian Curriculum curriculum.,373,13,2025-11-16
SUB03516,Art,Arts & Design,7,Canadian Curriculum,Art for Grade 7 in the Canadian Curriculum curriculum.,101,74,2025-11-16
SUB03517,Music,Arts & Design,7,Canadian Curriculum,Music for Grade 7 in the Canadian Curriculum curriculum.,89,48,2025-11-16
SUB03518,Drama,Arts & Design,7,Canadian Curriculum,Drama for Grade 7 in the Canadian Curriculum curriculum.,416,34,2025-11-16
SUB03519,Film Studies,Arts & Design,7,Canadian Curriculum,Film Studies for Grade 7 in the Canadian Curriculum curriculum.,576,7,2025-11-16
SUB03520,Design & Technology,Arts & Design,7,Canadian Curriculum,Design & Technology for Grade 7 in the Canadian Curriculum curriculum.,578,69,2025-11-16
SUB03521,Architecture,Arts & Design,7,Canadian Curriculum,Architecture for Grade 7 in the Canadian Curriculum curriculum.,459,7,2025-11-16
SUB03522,Calligraphy,Arts & Design,7,Canadian Curriculum,Calligraphy for Grade 7 in the Canadian Curriculum curriculum.,132,28,2025-11-16
SUB03523,Fashion Design,Arts & Design,7,Canadian Curriculum,Fashion Design for Grade 7 in the Canadian Curriculum curriculum.,556,76,2025-11-16
SUB03524,Home Economics,Arts & Design,7,Canadian Curriculum,Home Economics for Grade 7 in the Canadian Curriculum curriculum.,425,39,2025-11-16
SUB03525,Physical Education,Physical & Health,7,Canadian Curriculum,Physical Education for Grade 7 in the Canadian Curriculum curriculum.,482,36,2025-11-16
SUB03526,Health Education,Physical & Health,7,Canadian Curriculum,Health Education for Grade 7 in the Canadian Curriculum curriculum.,176,21,2025-11-16
SUB03527,Nutrition & Fitness,Physical & Health,7,Canadian Curriculum,Nutrition & Fitness for Grade 7 in the Canadian Curriculum curriculum.,256,75,2025-11-16
SUB03528,Sports Science,Physical & Health,7,Canadian Curriculum,Sports Science for Grade 7 in the Canadian Curriculum curriculum.,208,68,2025-11-16
SUB03529,First Aid & Public Safety,Physical & Health,7,Canadian Curriculum,First Aid & Public Safety for Grade 7 in the Canadian Curriculum curriculum.,560,70,2025-11-16
SUB03530,Automotive Mechanics,Vocational & Technical,7,Canadian Curriculum,Automotive Mechanics for Grade 7 in the Canadian Curriculum curriculum.,560,80,2025-11-16
SUB03531,Electrical Studies,Vocational & Technical,7,Canadian Curriculum,Electrical Studies for Grade 7 in the Canadian Curriculum curriculum.,163,66,2025-11-16
SUB03532,Carpentry,Vocational & Technical,7,Canadian Curriculum,Carpentry for Grade 7 in the Canadian Curriculum curriculum.,189,47,2025-11-16
SUB03533,Plumbing,Vocational & Technical,7,Canadian Curriculum,Plumbing for Grade 7 in the Canadian Curriculum curriculum.,266,71,2025-11-16
SUB03534,Hospitality,Vocational & Technical,7,Canadian Curriculum,Hospitality for Grade 7 in the Canadian Curriculum curriculum.,394,32,2025-11-16
SUB03535,Entrepreneurship,Vocational & Technical,7,Canadian Curriculum,Entrepreneurship for Grade 7 in the Canadian Curriculum curriculum.,441,16,2025-11-16
SUB03536,Marketing,Vocational & Technical,7,Canadian Curriculum,Marketing for Grade 7 in the Canadian Curriculum curriculum.,475,17,2025-11-16
SUB03537,Accounting,Vocational & Technical,7,Canadian Curriculum,Accounting for Grade 7 in the Canadian Curriculum curriculum.,567,12,2025-11-16
SUB03538,Agriculture,Vocational & Technical,7,Canadian Curriculum,Agriculture for Grade 7 in the Canadian Curriculum curriculum.,124,74,2025-11-16
